0,1,2,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,23,25,26,28,29,30,31,32,34,36,37,41,43,44,46,49,52,53,55,56,59,61,62,64,66,68,72,74,76,79
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,23,25,26,28,29,30,31,32,34,36,37,41,43,44,46,49,52,53,55,56,59,61,62,64,66,68,72,74,76,79
0,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,23,25,26,28,29,30,31,32,34,36,37,41,43,44,46,49,52,53,55,56,59,61,62,64,66,68,72,74,76,79
0,1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,23,25,26,28,29,30,31,32,34,36,37,41,43,44,46,49,52,53,55,56,59,61,62,64,66,68,72,74,76,79
0,1,2,3,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,23,25,26,28,29,30,31,32,34,36,37,41,43,44,46,49,52,53,55,56,59,61,62,64,66,68,72,74,76,79
0,1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,23,25,26,28,29,30,31,32,34,36,37,41,43,44,46,49,52,53,55,56,59,61,62,64,66,68,72,74,76,79
0,1,2,3,4,5,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,23,25,26,28,29,30,31,32,34,36,37,41,43,44,46,49,52,53,55,56,59,61,62,64,66,68,72,74,76,79
0,1,2,3,4,5,6,8,9,10,11,12,13,14,15,16,17,18,19,20,21,23,25,26,28,29,30,31,32,34,36,37,41,43,44,46,49,52,53,55,56,59,61,62,64,66,68,72,74,76,79
0,1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,17,18,19,20,21,23,25,26,28,29,30,31,32,34,36,37,41,43,44,46,49,52,53,55,56,59,61,62,64,66,68,72,74,76,79
0,1,2,3,4,5,6,7,8,10,11,12,13,14,15,16,17,18,19,20,21,23,25,26,28,29,30,31,32,34,36,37,41,43,44,46,49,52,53,55,56,59,61,62,64,66,68,72,74,76,79
0,1,2,3,4,5,6,7,8,9,10,12,13,14,15,16,17,18,19,20,21,23,25,26,28,29,30,31,32,34,36,37,41,43,44,46,49,52,53,55,56,59,61,62,64,66,68,72,74,76,79
0,1,2,3,4,5,6,7,8,9,10,11,13,14,15,16,17,18,19,20,21,23,25,26,28,29,30,31,32,34,36,37,41,43,44,46,49,52,53,55,56,59,61,62,64,66,68,72,74,76,79
0,1,2,3,4,5,6,7,8,9,10,11,12,14,15,16,17,18,19,20,21,23,25,26,28,29,30,31,32,34,36,37,41,43,44,46,49,52,53,55,56,59,61,62,64,66,68,72,74,76,79
0,1,2,3,4,5,6,7,8,9,10,11,12,13,15,16,17,18,19,20,21,23,25,26,28,29,30,31,32,34,36,37,41,43,44,46,49,52,53,55,56,59,61,62,64,66,68,72,74,76,79
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,16,17,18,19,20,21,23,25,26,28,29,30,31,32,34,36,37,41,43,44,46,49,52,53,55,56,59,61,62,64,66,68,72,74,76,79
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20,21,23,25,26,28,29,30,31,32,34,36,37,41,43,44,46,49,52,53,55,56,59,61,62,64,66,68,72,74,76,79
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,21,23,25,26,28,29,30,31,32,34,36,37,41,43,44,46,49,52,53,55,56,59,61,62,64,66,68,72,74,76,79
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,23,25,26,28,29,30,31,32,34,36,37,41,43,44,46,49,52,53,55,56,59,61,62,64,66,68,72,74,76,79
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,25,26,28,29,30,31,32,34,36,37,41,43,44,46,49,52,53,55,56,59,61,62,64,66,68,72,74,76,79
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,23,26,28,29,30,31,32,34,36,37,41,43,44,46,49,52,53,55,56,59,61,62,64,66,68,72,74,76,79
